Epoch,Phase,Iteration,Accuracy,Loss
800,Training,7992,nan,nan
800,Val,7992,nan,nan
800,Training,8000,nan,nan
800,Val,8000,nan,nan
801,Training,8008,nan,nan
801,Val,8008,nan,nan
802,Training,8016,nan,nan
802,Val,8016,nan,nan
803,Training,8024,nan,nan
803,Val,8024,nan,nan
804,Training,8032,nan,nan
804,Val,8032,nan,nan
804,Training,8040,nan,nan
804,Val,8040,nan,nan
805,Training,8048,nan,nan
805,Val,8048,nan,nan
806,Training,8056,nan,nan
806,Val,8056,nan,nan
807,Training,8064,nan,nan
807,Val,8064,nan,nan
808,Training,8072,nan,nan
808,Val,8072,nan,nan
808,Training,8080,nan,nan
808,Val,8080,nan,nan
809,Training,8088,nan,nan
809,Val,8088,nan,nan
810,Training,8096,nan,nan
810,Val,8096,nan,nan
811,Training,8104,nan,nan
811,Val,8104,nan,nan
812,Training,8112,nan,nan
812,Val,8112,nan,nan
812,Training,8120,nan,nan
812,Val,8120,nan,nan
813,Training,8128,nan,nan
813,Val,8128,nan,nan
814,Training,8136,nan,nan
814,Val,8136,nan,nan
815,Training,8144,nan,nan
815,Val,8144,nan,nan
816,Training,8152,nan,nan
816,Val,8152,nan,nan
816,Training,8160,nan,nan
816,Val,8160,nan,nan
817,Training,8168,nan,nan
817,Val,8168,nan,nan
818,Training,8176,nan,nan
818,Val,8176,nan,nan
819,Training,8184,nan,nan
819,Val,8184,nan,nan
820,Training,8192,nan,nan
820,Val,8192,nan,nan
820,Training,8200,nan,nan
820,Val,8200,nan,nan
821,Training,8208,nan,nan
821,Val,8208,nan,nan
822,Training,8216,nan,nan
822,Val,8216,nan,nan
823,Training,8224,nan,nan
823,Val,8224,nan,nan
824,Training,8232,nan,nan
824,Val,8232,nan,nan
824,Training,8240,nan,nan
824,Val,8240,nan,nan
825,Training,8248,nan,nan
825,Val,8248,nan,nan
826,Training,8256,nan,nan
826,Val,8256,nan,nan
827,Training,8264,nan,nan
827,Val,8264,nan,nan
828,Training,8272,nan,nan
828,Val,8272,nan,nan
828,Training,8280,nan,nan
828,Val,8280,nan,nan
829,Training,8288,nan,nan
829,Val,8288,nan,nan
830,Training,8296,nan,nan
830,Val,8296,nan,nan
831,Training,8304,nan,nan
831,Val,8304,nan,nan
832,Training,8312,nan,nan
832,Val,8312,nan,nan
832,Training,8320,nan,nan
832,Val,8320,nan,nan
833,Training,8328,nan,nan
833,Val,8328,nan,nan
834,Training,8336,nan,nan
834,Val,8336,nan,nan
835,Training,8344,nan,nan
835,Val,8344,nan,nan
836,Training,8352,nan,nan
836,Val,8352,nan,nan
836,Training,8360,nan,nan
836,Val,8360,nan,nan
837,Training,8368,nan,nan
837,Val,8368,nan,nan
838,Training,8376,nan,nan
838,Val,8376,nan,nan
839,Training,8384,nan,nan
839,Val,8384,nan,nan
840,Training,8392,nan,nan
840,Val,8392,nan,nan
840,Training,8400,nan,nan
840,Val,8400,nan,nan
841,Training,8408,nan,nan
841,Val,8408,nan,nan
842,Training,8416,nan,nan
842,Val,8416,nan,nan
843,Training,8424,nan,nan
843,Val,8424,nan,nan
844,Training,8432,nan,nan
844,Val,8432,nan,nan
844,Training,8440,nan,nan
844,Val,8440,nan,nan
845,Training,8448,nan,nan
845,Val,8448,nan,nan
846,Training,8456,nan,nan
846,Val,8456,nan,nan
847,Training,8464,nan,nan
847,Val,8464,nan,nan
848,Training,8472,nan,nan
848,Val,8472,nan,nan
848,Training,8480,nan,nan
848,Val,8480,nan,nan
849,Training,8488,nan,nan
849,Val,8488,nan,nan
850,Training,8496,nan,nan
850,Val,8496,nan,nan
851,Training,8504,nan,nan
851,Val,8504,nan,nan
852,Training,8512,nan,nan
852,Val,8512,nan,nan
852,Training,8520,nan,nan
852,Val,8520,nan,nan
853,Training,8528,nan,nan
853,Val,8528,nan,nan
854,Training,8536,nan,nan
854,Val,8536,nan,nan
855,Training,8544,nan,nan
855,Val,8544,nan,nan
856,Training,8552,nan,nan
856,Val,8552,nan,nan
856,Training,8560,nan,nan
856,Val,8560,nan,nan
857,Training,8568,nan,nan
857,Val,8568,nan,nan
858,Training,8576,nan,nan
858,Val,8576,nan,nan
859,Training,8584,nan,nan
859,Val,8584,nan,nan
860,Training,8592,nan,nan
860,Val,8592,nan,nan
860,Training,8600,nan,nan
860,Val,8600,nan,nan
861,Training,8608,nan,nan
861,Val,8608,nan,nan
862,Training,8616,nan,nan
862,Val,8616,nan,nan
863,Training,8624,nan,nan
863,Val,8624,nan,nan
864,Training,8632,nan,nan
864,Val,8632,nan,nan
864,Training,8640,nan,nan
864,Val,8640,nan,nan
865,Training,8648,nan,nan
865,Val,8648,nan,nan
866,Training,8656,nan,nan
866,Val,8656,nan,nan
867,Training,8664,nan,nan
867,Val,8664,nan,nan
868,Training,8672,nan,nan
868,Val,8672,nan,nan
868,Training,8680,nan,nan
868,Val,8680,nan,nan
869,Training,8688,nan,nan
869,Val,8688,nan,nan
870,Training,8696,nan,nan
870,Val,8696,nan,nan
871,Training,8704,nan,nan
871,Val,8704,nan,nan
872,Training,8712,nan,nan
872,Val,8712,nan,nan
872,Training,8720,nan,nan
872,Val,8720,nan,nan
873,Training,8728,nan,nan
873,Val,8728,nan,nan
874,Training,8736,nan,nan
874,Val,8736,nan,nan
875,Training,8744,nan,nan
875,Val,8744,nan,nan
876,Training,8752,nan,nan
876,Val,8752,nan,nan
876,Training,8760,nan,nan
876,Val,8760,nan,nan
877,Training,8768,nan,nan
877,Val,8768,nan,nan
878,Training,8776,nan,nan
878,Val,8776,nan,nan
879,Training,8784,nan,nan
879,Val,8784,nan,nan
880,Training,8792,nan,nan
880,Val,8792,nan,nan
880,Training,8800,nan,nan
880,Val,8800,nan,nan
881,Training,8808,nan,nan
881,Val,8808,nan,nan
882,Training,8816,nan,nan
882,Val,8816,nan,nan
883,Training,8824,nan,nan
883,Val,8824,nan,nan
884,Training,8832,nan,nan
884,Val,8832,nan,nan
884,Training,8840,nan,nan
884,Val,8840,nan,nan
885,Training,8848,nan,nan
885,Val,8848,nan,nan
886,Training,8856,nan,nan
886,Val,8856,nan,nan
887,Training,8864,nan,nan
887,Val,8864,nan,nan
888,Training,8872,nan,nan
888,Val,8872,nan,nan
888,Training,8880,nan,nan
888,Val,8880,nan,nan
889,Training,8888,nan,nan
889,Val,8888,nan,nan
890,Training,8896,nan,nan
890,Val,8896,nan,nan
891,Training,8904,nan,nan
891,Val,8904,nan,nan
892,Training,8912,nan,nan
892,Val,8912,nan,nan
892,Training,8920,nan,nan
892,Val,8920,nan,nan
893,Training,8928,nan,nan
893,Val,8928,nan,nan
894,Training,8936,nan,nan
894,Val,8936,nan,nan
895,Training,8944,nan,nan
895,Val,8944,nan,nan
896,Training,8952,nan,nan
896,Val,8952,nan,nan
896,Training,8960,nan,nan
896,Val,8960,nan,nan
897,Training,8968,nan,nan
897,Val,8968,nan,nan
898,Training,8976,nan,nan
898,Val,8976,nan,nan
899,Training,8984,nan,nan
899,Val,8984,nan,nan
900,Training,8992,nan,nan
900,Val,8992,nan,nan
900,Training,9000,nan,nan
900,Val,9000,nan,nan
901,Training,9008,nan,nan
901,Val,9008,nan,nan
902,Training,9016,nan,nan
902,Val,9016,nan,nan
903,Training,9024,nan,nan
903,Val,9024,nan,nan
904,Training,9032,nan,nan
904,Val,9032,nan,nan
904,Training,9040,nan,nan
904,Val,9040,nan,nan
905,Training,9048,nan,nan
905,Val,9048,nan,nan
906,Training,9056,nan,nan
906,Val,9056,nan,nan
907,Training,9064,nan,nan
907,Val,9064,nan,nan
908,Training,9072,nan,nan
908,Val,9072,nan,nan
908,Training,9080,nan,nan
908,Val,9080,nan,nan
909,Training,9088,nan,nan
909,Val,9088,nan,nan
910,Training,9096,nan,nan
910,Val,9096,nan,nan
911,Training,9104,nan,nan
911,Val,9104,nan,nan
912,Training,9112,nan,nan
912,Val,9112,nan,nan
912,Training,9120,nan,nan
912,Val,9120,nan,nan
913,Training,9128,nan,nan
913,Val,9128,nan,nan
914,Training,9136,nan,nan
914,Val,9136,nan,nan
915,Training,9144,nan,nan
915,Val,9144,nan,nan
916,Training,9152,nan,nan
916,Val,9152,nan,nan
916,Training,9160,nan,nan
916,Val,9160,nan,nan
917,Training,9168,nan,nan
917,Val,9168,nan,nan
918,Training,9176,nan,nan
918,Val,9176,nan,nan
919,Training,9184,nan,nan
919,Val,9184,nan,nan
920,Training,9192,nan,nan
920,Val,9192,nan,nan
920,Training,9200,nan,nan
920,Val,9200,nan,nan
921,Training,9208,nan,nan
921,Val,9208,nan,nan
922,Training,9216,nan,nan
922,Val,9216,nan,nan
923,Training,9224,nan,nan
923,Val,9224,nan,nan
924,Training,9232,nan,nan
924,Val,9232,nan,nan
924,Training,9240,nan,nan
924,Val,9240,nan,nan
925,Training,9248,nan,nan
925,Val,9248,nan,nan
926,Training,9256,nan,nan
926,Val,9256,nan,nan
927,Training,9264,nan,nan
927,Val,9264,nan,nan
928,Training,9272,nan,nan
928,Val,9272,nan,nan
928,Training,9280,nan,nan
928,Val,9280,nan,nan
929,Training,9288,nan,nan
929,Val,9288,nan,nan
930,Training,9296,nan,nan
930,Val,9296,nan,nan
931,Training,9304,nan,nan
931,Val,9304,nan,nan
932,Training,9312,nan,nan
932,Val,9312,nan,nan
932,Training,9320,nan,nan
932,Val,9320,nan,nan
933,Training,9328,nan,nan
933,Val,9328,nan,nan
934,Training,9336,nan,nan
934,Val,9336,nan,nan
935,Training,9344,nan,nan
935,Val,9344,nan,nan
936,Training,9352,nan,nan
936,Val,9352,nan,nan
936,Training,9360,nan,nan
936,Val,9360,nan,nan
937,Training,9368,nan,nan
937,Val,9368,nan,nan
938,Training,9376,nan,nan
938,Val,9376,nan,nan
939,Training,9384,nan,nan
939,Val,9384,nan,nan
940,Training,9392,nan,nan
940,Val,9392,nan,nan
940,Training,9400,nan,nan
940,Val,9400,nan,nan
941,Training,9408,nan,nan
941,Val,9408,nan,nan
942,Training,9416,nan,nan
942,Val,9416,nan,nan
943,Training,9424,nan,nan
943,Val,9424,nan,nan
944,Training,9432,nan,nan
944,Val,9432,nan,nan
944,Training,9440,nan,nan
944,Val,9440,nan,nan
945,Training,9448,nan,nan
945,Val,9448,nan,nan
946,Training,9456,nan,nan
946,Val,9456,nan,nan
947,Training,9464,nan,nan
947,Val,9464,nan,nan
948,Training,9472,nan,nan
948,Val,9472,nan,nan
948,Training,9480,nan,nan
948,Val,9480,nan,nan
949,Training,9488,nan,nan
949,Val,9488,nan,nan
950,Training,9496,nan,nan
950,Val,9496,nan,nan
951,Training,9504,nan,nan
951,Val,9504,nan,nan
952,Training,9512,nan,nan
952,Val,9512,nan,nan
952,Training,9520,nan,nan
952,Val,9520,nan,nan
953,Training,9528,nan,nan
953,Val,9528,nan,nan
954,Training,9536,nan,nan
954,Val,9536,nan,nan
955,Training,9544,nan,nan
955,Val,9544,nan,nan
956,Training,9552,nan,nan
956,Val,9552,nan,nan
956,Training,9560,nan,nan
956,Val,9560,nan,nan
957,Training,9568,nan,nan
957,Val,9568,nan,nan
958,Training,9576,nan,nan
958,Val,9576,nan,nan
959,Training,9584,nan,nan
959,Val,9584,nan,nan
960,Training,9592,nan,nan
960,Val,9592,nan,nan
960,Training,9600,nan,nan
960,Val,9600,nan,nan
961,Training,9608,nan,nan
961,Val,9608,nan,nan
962,Training,9616,nan,nan
962,Val,9616,nan,nan
963,Training,9624,nan,nan
963,Val,9624,nan,nan
964,Training,9632,nan,nan
964,Val,9632,nan,nan
964,Training,9640,nan,nan
964,Val,9640,nan,nan
965,Training,9648,nan,nan
965,Val,9648,nan,nan
966,Training,9656,nan,nan
966,Val,9656,nan,nan
967,Training,9664,nan,nan
967,Val,9664,nan,nan
968,Training,9672,nan,nan
968,Val,9672,nan,nan
968,Training,9680,nan,nan
968,Val,9680,nan,nan
969,Training,9688,nan,nan
969,Val,9688,nan,nan
970,Training,9696,nan,nan
970,Val,9696,nan,nan
971,Training,9704,nan,nan
971,Val,9704,nan,nan
972,Training,9712,nan,nan
972,Val,9712,nan,nan
972,Training,9720,nan,nan
972,Val,9720,nan,nan
973,Training,9728,nan,nan
973,Val,9728,nan,nan
974,Training,9736,nan,nan
974,Val,9736,nan,nan
975,Training,9744,nan,nan
975,Val,9744,nan,nan
976,Training,9752,nan,nan
976,Val,9752,nan,nan
976,Training,9760,nan,nan
976,Val,9760,nan,nan
977,Training,9768,nan,nan
977,Val,9768,nan,nan
978,Training,9776,nan,nan
978,Val,9776,nan,nan
979,Training,9784,nan,nan
979,Val,9784,nan,nan
980,Training,9792,nan,nan
980,Val,9792,nan,nan
980,Training,9800,nan,nan
980,Val,9800,nan,nan
981,Training,9808,nan,nan
981,Val,9808,nan,nan
982,Training,9816,nan,nan
982,Val,9816,nan,nan
983,Training,9824,nan,nan
983,Val,9824,nan,nan
984,Training,9832,nan,nan
984,Val,9832,nan,nan
984,Training,9840,nan,nan
984,Val,9840,nan,nan
985,Training,9848,nan,nan
985,Val,9848,nan,nan
986,Training,9856,nan,nan
986,Val,9856,nan,nan
987,Training,9864,nan,nan
987,Val,9864,nan,nan
988,Training,9872,nan,nan
988,Val,9872,nan,nan
988,Training,9880,nan,nan
988,Val,9880,nan,nan
989,Training,9888,nan,nan
989,Val,9888,nan,nan
990,Training,9896,nan,nan
990,Val,9896,nan,nan
991,Training,9904,nan,nan
991,Val,9904,nan,nan
992,Training,9912,nan,nan
992,Val,9912,nan,nan
992,Training,9920,nan,nan
992,Val,9920,nan,nan
993,Training,9928,nan,nan
993,Val,9928,nan,nan
994,Training,9936,nan,nan
994,Val,9936,nan,nan
995,Training,9944,nan,nan
995,Val,9944,nan,nan
996,Training,9952,nan,nan
996,Val,9952,nan,nan
996,Training,9960,nan,nan
996,Val,9960,nan,nan
997,Training,9968,nan,nan
997,Val,9968,nan,nan
998,Training,9976,nan,nan
998,Val,9976,nan,nan
999,Training,9984,nan,nan
999,Val,9984,nan,nan
1000,Training,9992,nan,nan
1000,Val,9992,nan,nan
1000,Training,10000,nan,nan
1000,Val,10000,nan,nan
